*HASH_VALUE	sphrase ID	name	* noms français	p	description
_331A88F0FA1FA36C	abcfaca05	Изготовление доспехов файросов 5			Позволяет изготовить доспехи файросов 50 уровня качества.
_331A8CF13A1FA36C	abcfaca06	Изготовление доспехов файросов 6			Позволяет изготовить доспехи файросов 60 уровня качества.
_331A90F27A1FA36C	abcfaca07	Изготовление доспехов файросов 7			Позволяет изготовить доспехи файросов 70 уровня качества.
_331A94F3BB1FA36C	abcfaca08	Изготовление доспехов файросов 8			Позволяет изготовить доспехи файросов 80 уровня качества.
_331A98F4FB1FA36C	abcfaca09	Изготовление доспехов файросов 9			Позволяет изготовить доспехи файросов 90 уровня качества.
_363B0F71CD086B03	abcfaca10	Изготовление доспехов файросов 10			Позволяет изготовить доспехи файросов 100 уровня качества.
_763B0F73CD086B03	abcfaca11	Изготовление доспехов файросов 11			Позволяет изготовить доспехи файросов 110 уровня качества.
_B63B0F75CD086B03	abcfaca12	Изготовление доспехов файросов 12			Позволяет изготовить доспехи файросов 120 уровня качества.
_F63B0F77CD086B03	abcfaca13	Изготовление доспехов файросов 13			Позволяет изготовить доспехи файросов 130 уровня качества.
_373B0F79CD086B03	abcfaca14	Изготовление доспехов файросов 14			Позволяет изготовить доспехи файросов 140 уровня качества.
_773B0F7BCD086B03	abcfaca15	Изготовление доспехов файросов 15			Позволяет изготовить доспехи файросов 150 уровня качества.
